WORD	GENDER	LEMMA SYNONYM	INFLECTION	WORD CLASS	BASIC FORM	TRANSLATION NUMBER	RESTRICTION	SCIENTIFIC NAME	SAAMI	SAAMI TRANSLATION CASE OR FORM	WORD CLASS	EXPLANATION	TRANSLATION SYNONYM1	TRANSLATION SYNONYM2	TRANSLATION SYNONYM3	TRANSLATION SYNONYM4	TRANSLATION SYNONIM 5	TRANSLATION SYNONIM 6	SPANISH_EX_1	SAAMI_EX_1	SPANISH_EX_2	SAAMI_EX_2	SPANISH_EX_3	SAAMI_EX_3	SPANISH_EX_4	SAAMI_EX_4	SPANISH_EX_5	SAAMI_EX_5	SPANISH_EX_6	SAAMI_EX_6	SPANISH_EX_7	SAAMI_EX_7
comerse			2a	V	comer	7			gáskkašit		V	Prnl, ReflV	s: gáskit iežas						Ese niño se come las uñas.	Dat mánná gáská iežas gaccaid.												
dar de comer			1r	VLc		8			borahit		V	TV	s: biebmat																			
dar de comer			1r	VLc		9	Mánáide		gaccahit		V	TV																				
comercio	M			N		1			gávpi		N								¿A qué hora abren los comercios?	Goas gávppit rahpasit?												
comercio	M			N		2			gávpe-olbmot		N	Cllc							El comercio de Barcelona está en huelga.	Barcelona gávpe-olbmot leat bargobisáneames.												
comercio exterior	M			NLc		3			olgoriikka gávpi		NLc																					
cámara de comercio	F			NLc		4			gávpekámmár		N																					
cometer			2a	V		1			dahkat		V	TV																				
cometer			2a	V		2	Meattáhus, feaila		meattihit		V	TV	s: feilet	s: dahkat boastudaga					cometer un error	meattihit												
cometer			2a	V		3	Lobihis dahku		rihkkut		V	TV	s: lobáhuššat	s: dahkat rihkkosa					cometer un crimen contra la humanidad	rihkkut olmmošálbmoga rivttiid.												
cómico	M,F			A		1			suohtas		A		s: somás	s: hearvás					situación cómica	somás dilli	autor de obras cómicas	suohtasis čájálmasaid čálli										
cómico	M,F			N		1			neavttár		N																					
comida	F			N		1			borramuš		N								hacer la comida	ráhkadit borramuša												
comida	F			N		2			beaivemális, mii gaccastuvvo iđitborramuša dahje gaskabeaiborramuša ja gaskaborramuša gaskkas		Pfs	Geahča/Ver: almuerzo																				
como				Adv		1			dego		Adv		s: nugo	s: nu mo					Hazlo como te lo digo.	Daga dan nu mo (mun) dajan dutnje.	Se comportan como (si fueran) bestias.	Sii láhttejit dego livčče leat spiret.										
como de costumbre				AdvLc		2			dego dábálaččat		AdvLc																					
como				Adv		3			birrasii		Adv								Lleva viviendo en París como tres años.	Son lea orrumin Parisas birrasii golbma jagi.												
como				Adv		4			aistton		Adv		s: nugo	s: nu mo					Como puede entenderse, hay que subir los impuestos.	Vai lea áddehahttin, de berre loktet vearuid.	Como dice el presidente, la asamblea durará una hora.	Nu mo presideanta dadjá: čoahkkaneapmi bistá diimmu.										
como				Adv		5				Ess									Te hablo como padre.	Mun human dutnje áhččin.	Trabajó dos años como maestro.	Son barggai guokte jagi oahpaheaddjin.										
como				CC		6			go		CC	Konditionála cealkagiin boahtá boađusin (konsekveansan)	s: jus						Como no aprendas a leer, tendrás muchos problemas.	Go (don) it oahpa lohkat, de dus gártet ollu váttisvuođat.												
como				CC		7			go		CC								Como no me escuchas, no me puedes entender.	Go don it guldal mu, de it sáhte mu áddet.												
cómo				Interr		1			mo		Interr		s: movt						¿Cómo lo haces?	mo dan dagat?	¿Cómo estás?	mo dutnje manná?	No sé cómo decírselo.	In dieđe, mo mun dan sutnje muitalan.								
cómo		por qué		Interr		2			manne		Interr								¿Cómo no has acompañado al niño?	Manne (don) it leat mieđuštan bártni?												
a cómo				Interr		3			maid máksá		Interr	+ ser, estar	s: olu máksá						¿A cómo son las manzanas?	Ollu mákset eppelat?												
cómo	M			N		4			vuohki		N		s: mo						Conocemos el qué, pero no el cómo.	Mii diehtit dan, muhto eat mo.												
¿cómo no?				Interj		1			dieđusge		Interj		s: na	s: áibbas duohta					Iré a tu boda, ¿cómo no?	Mun dieđusge oassálasttán du heajain!												
¡cómo!				Interj		2	Hirpmástus		ojá nu!		Interj																					
cómodo	M,F			A		1			vuogas		A		s: heivvolaš						una casa cómoda	vuogas viessu												
cómodo	M,F			A		2			geahpas		A		s: álki						un trabajo cómodo	geahppa bargu												
compañero	M,F			N		1			skibir		N		s: guoibmi						compañero de trabajo	bargoskibir	compañero de piso	ássanguoibmi										
compañía	F			N		1			veahkki		N		s: doarjja	s: skibir					Un perro es una buena compañía.	Beana lea buorre veahkki.												
compañía	F			N		2			searvi		N								Me agrada tu compañía.	Mun liikon du searvái.												
compañía	F			N		3			joavku		N	Cllc	s: gázzi																			
compañía	F			N		4	Militeara/Militar		kompaniija		N																					
compañía	F			N		5			fitnodat		N		s: firbmá	s: searvi					compañía de seguros	dáhkádussearvi												
comparar			1a	V		1			buohtastahttit		V	TV, UseNor: + con	s: bálddastahttit						comparar los precios	buohtastahttit hattiid	comparar una casa con otra	buohtastahttit nuppi viesu nuppiin										
compararse			1a	V	comparar	2			buohtastahttit		V	Prnl, ReflV							No te compares con otros.	ale buohtastahte nuppiiguin.												
competición	F			N		1			gilvvohallan		N		s: gilvu																			
competir			3l	V		1			valáštallat		V	IV							Compiten duramente.	Sii valáštallet garrasit.												
competir			3l	V		2			gilvalit		V	IV, + con							competir con alguien	gilvalit soapmásiin												
competir			3l	V		3			gilvvohallat		V	IV, RecV, + por							Compiten por el premio.	Sii gilvvohallet bálkkašumis.												
complejidad	F			N		1			máŋggamohkkáivuohta		N																					
completamente				Adv		1			áibbas		Adv		s: oalát	s: ollásit	s: álfárot				¿Cuándo desaparecerán completamente las fronteras?	Goas jávket riikkaráját oalát?	Estoy completamente seguro de que es así.	Mun lean áibbas vissis dasa ahte lea nu.										
completo	M,F			A		1	Mearri		dievva		A								El depósito está completo.	Táŋka lea dievva.												
completo	M,F			A		2	Kvalitehta		dievaslaš		A								un análisis completo	dievaslaš analysa												
completo	M,F			A		3			ollislaš		A								La reunión fue un completo fracaso.	Čoahkkin lei ollislaš eahpelihkosteapmi.												
cómplice	M/F			N		1			rihkkunoassálasti		N		s: rihkkuma mielsivalaš						ser cómplice de un crimen	leat rihkkuma mielsivalaš												
compra	F			N		1			oastin		N		s: oastu																			
comprar			1a	V		1			oastit		V	TV							Mañana compro huevos.	Ihttin oasttán moniid.												
comprarse			1a	V	comprar	2			oastit		V	Prnl, UseTV							No te compres ese coche tan caro.	Ále oastte dien divrras biilla.												
comprender			2a	V		1			áddet		V	TV	s: ipmirdit						A veces es difícil comprender lo que dice.	Muhtumin lea váttis áddet, maid son dadjá.	Comprendo tu dolor por la muerte de tu hermano.	Ádden du vielja jápmima morraša.										
comprender		s: tener	2a	V		2			leat		V	TV, Saam: Hab							El asunto comprende muchas partes.	Áššis leat máŋga beali.												
comprender		s: incluir	2a	V		3			fátmmastit		V	TV	s: birastahttit	s: sisttisdoallat					La región comprende tres zonas.	Fylka fátmmasta golbma guovllu.												
compromiso	M			N		1			šiehtadus		N																					
llegar a un compromiso			1h	VLc		2			šiehtadit		V	IV	s: dahkat šiehtadusa																			
romper un compromiso			2a	VLc		3			botket šiehtadusa		VLc	TV																				
común	M/F			A		1			oktasaš		A								bienes comunes	oktasaš riggodagat	Mercado Común	Oktasaš Márkan										
común	M/F			A		2			dábálaš		A		s: geavatlaš	s: lunddolaš					una ropa común	dábálaš bivttas	sentido común	lunddolaš jierbmi	sentido común	geavatlaš jierbmi								
por lo común				AdvLc		3			dábálaččat		Adv								Por lo común, en España se cena tarde.	Eahketmállásat borrojuvvojit dábálaččat Spanias eahkedis.												
tener en común			2l	VLc		4			sulastahttit		V	TV							Jaime y Pedro tienen muchas cosas en común.	Jaime ja Pedro sulastahttiba goabbát guoimmiska.												
comunicar			1g	V		1			čilget		V	TV	s: dieđihit	s: cealkit																		
comunicarse			1g	V	comunicar	2			áddehallat		V	Prnl, IV	s: gulahallat						Pueden comunicarse en un país hispanohablante.	Sii sáhttet gulahallat spánskkagielat riikkas.												
comunicarse			1g	V	comunicar	3			gulahallat		V	Prnl, RecV							Antonio y Maite se comunican a diario.	Antonio ja Maite gullahallaba beaivválaččat.												
comunicar			1g	V		4	Telefovdna		leat várrejuvvon		VLc	IV							El teléfono está comunicando.	Telefovdna lea várrejuvvon.												
con				Pr		1				Com									Andrés viene con un perro.	Andrés boahtá beatnagiin.	¿Puedo hablar con el jefe?	Sáhtán go hállat jođiheddjiin?	comer con los dedos	borrat gieđaiguin								
con				Pr		2			luhtte		Po								Está con el dentista.	Son lea bátnedoaktára luhtte.												
con				Pr		3			mielde		Po		s: fárus						El niño vino con su padre.	Mánná bođii áhčis mielde.	Viajaré con el ordenador	Mun áiggun mátkkoštit ja dihtor mielde.										
con				Pr		4	Eaktu		go		CC		s: jus						Con decirlo es suficiente.	Go don dan dajat, de lea doarvái.												
con (tal) que				Pr		5	Eaktu		go		CC		s: jus						Con (tal) que estudies una hora más, quedaré satisfecho.	Go don logat diimma guhkibut, de (mun) duđan dasa.												
con				Pr		6	Dilli, eaktu			Com									Con la corrupción viene la pobreza.	Korrupšuvnnain čuovvu geafivuohta.												
con				Pr		7	Dilli, eaktu			Loc									Con las prisas, te has dejado el bolso.	Hoahpuin don leat vajálduhttán veaskku.												
con				Pr		8				Hab									Está con gripe.	Sus lea nuorvvu.												
con				Pr		9				Adv									Le golpeó con fuerza.	Son čorbmadii garrasit.												
con				Pr		10			vaikko		CC								Con ser tan mayor y aún tiene proyectos.	Vaikko lea nu boaris, de sus leat prošeavttat.												
con que				CC		11			go		CC		s: ahte	s: dasgo					Estoy contento con que hayas venido	illudan go don leat boahtán												
con qué				Interr		12			guđiin		Interr	Sg, Imp, 3per	s: mainna						¿Con qué compañía viajas?	Guđiin girdiservviin mátkkoštat?												
con qué				Interr		13			maiguin		Interr	Pl, Imp, 3per							¿Con qué medios trabajáis?	Maiguin neavvuiguin (dii) bargabehtet?												
con quién				Interr		14			geainna		Interr	Sg, Per							¿Con quién vienes?	Geainna (don) boađát?												
con quiénes				Interr		15			geaiguin		Interr	Pl, Per							¿Con quiénes juegas a las cartas?	Geaiguin (don) spealat?												
con				Pr		16	Resiprohka		nubbi nuppiin		RecPron, Com	Saam: Imp							hablar el uno con el otro	humadit nubbi nuppiin	hablar los unos con los otros	humadit nuppit nuppiiguin										
con				Pr		17	Resiprohka		goabbát guimmiineame, guhtet guimmiineame, guhtet guimmiideametguin		RecPron, Com	Saam: PerV							Habláis el uno con el otro.	Doai humadeahppi goabbát guimmiineatte.	Habláis los unos con los otros	Dii humadehpet guhtet guimmiideattetguin.										
con el tiempo				AdvLc		18			áiggis		Adv								Con el tiempo, todo se olvida.	Áiggis buot vajálduvvá.												
concentrar			1a	V		1			čohkket		V	TV	s: konsentreret	s: guovdilastit					Los urbanistas concentran los edificios altos en el centro de la ciudad.	Gávpotplánejeaddjit čohkkejit alla viesuid gávpoga guovddážii.												
concentrarse			1a	V	concentrar	2			čoahkkanit		V	Prnl, IV							Todos los pájaros se concentraron en el mismo árbol.	Buot lottit čoahkkanedje seamma murrii.												
concentrarse			1a	V	concentrar	3			čiekŋudit		V	Prnl, IV, Saam: + Ill							¡Concéntrate en los estudios!	čiekŋut lohkanbargui!												
concursar			1a	V		1			gilvalit		V	IV							concursar a una vacante	gilvalit virgái	concursar a una plaza	gilvalit bargosadjái										
condena	F			N		1			ráŋggáštus		N								condena condicional	evttolaš ráŋggáštus												
conducir			3o	V		1			vuodjit		V	TV							conducir un coche	vuodjit biilla												
conducir			3o	V		2			jođihit		V	TV							El presidente conduce la reunión.	Presideanta jođiha čoahkkima.	El pastor conduce su manada.	Guođuheaddji jođiha iežas ealu.										
conducir			3o	V		3			vuodjelit		V	TV	s: hálddašit						El pastor conduce su manada.	Guođoheaddji vuodjela iežas ealu.												
conducirse			3o	V	conducir	4			láhttet		V	IV							Te conduces adecuadamente.	Don láhttet vuohkkasit.												
conductor	M,F			N		1			vuoddji		N								Prohibido hablar con el conductor.	Lea gielddus hállat vuddjiin.												
conductor	M,F			N		2			fievrredeaddji		N		s: váldojođas						electroconductor	elrávdnje-fievrrideaddji												
conductor	M,F			N, A		3			jođas		Attr								Se estropeó el cable conductor.	Jođaskábel billašuvai.												
conectar			1a	V		1			čatnat		V	TV	s: ovttastahttit						El puente conecta las dos orillas del río.	Šaldi ovttastahttá johkagáttiid.												
conectar			1a	V		2			cahkkehit		V	TV							conectar la luz	cahkkehit čuovgga												
conectarse		s: conectar	1a	V	conectar	3			ovttastahttit		VLc	Prnl, IV, + a, con	s: fidnet oktavuođa	s: laktit	s: goallostit				conectarse a internet	ovttastahttit internehttii												
conectarse		s: conectar	1a	V	conectar	4			lávket		V	Prnl, IV, + a, con							¡Conéctate con la realidad!	Lávke duohtavuhtii!												
confirmar			1a	V		1			duođaštit		V	TV	s: nannet duođaštusain						confirmar un hecho	duođaštit ášši	Esto confirmó mis dudas.	Dát duođaštii mu eahpádusaid.	confirmar una sentencia	nannet duomu duođaštusaiguin	¿Confirmaste la cena para viernes?	Nannet go don gaskabeaivvi diŋgoma?						
confirmar		s: dar la Confirmación	1a	V		2	Oskkaldat/Religión		konfirmeret		V	TV	s: čađahit girkolaš dagu						El pastor confirma a los niños.	Báhppa konfirmere mánáid.	El pastor da la Confirmación a los niños.	Báhppa konfirmere mánáid.										
confirmarse		s: tomar la Confirmación	1a	V	confirmar	3	Oskkaldat/Religión		konfirmerejuvvot		V	IV, PassV	s: beassat rihpaide																			
conmigo	M/F			Pron		1			mielddán		Pron	Sg1							¿Vienes conmigo?	Boađát go mielddán?												
conmigo	M/F			Pron		2			muinna		Pron	Sg1							Es muy generoso conmigo.	Son lea hui árvvas muinna.												
conmigo	M/F			Pron		3			iežan mielde		PronLc	Sg1	s: iežan fárrui						Me llevo a los niños conmigo.	Mun válddán mánáid iežan mielde.												
conmigo	M/F			Pron		4			mu mielde		PronLc	Sg1	s: mu fárrui						Joavnna viene conmigo.	Joavnna boahtá mu mielde 												
conmigo	M/F			Pron		5			iežainan		Pron	ReflPron, Com, Sg1							Hablo conmigo mismo.	Háleštan iežainan.												
conocer			2d	V		1			dovdat		V	TV	s: diehtit	s: dovddiidit					No te conozco.	In dovdda du.	El perro conoce a su dueño.	Beana dovdá iežas isida.	Ya conoces las reglas.	Don dieđát juo njuolggadusaid.								
conocer			2d	V		2	Giella		máhttit		V	TV	s: hállat	s: hupmat					Conoce tres lenguas.	Dat hállá golbma giela.	Conoce tres lenguas.	Dat máhttá golbma giela										
conocer			2d	V		3	Vuosttaš geardde deaivvadeapmi		oahpásmuvvat		V	TV							La conocí en 1976.	Suinna oahpásmuvven 1976.												
conocerse			2d	V	conocer	4			dovdat		V	Prnl, RecV	s: oahpásmuvvat						No nos conocemos	Mii eat dovdda guđet guoibmámet.	Se conocieron en Londres.	Soai oahpásmuvaiga Londonis.										
conocerse			2d	V	conocer	5	Hui bures		máhttit		V	Prnl, UseTV	s: máhttit bajil						Me conozco la ley de memoria.	Mun máhtán lága bajil.												
conocido	M,F			A		1			dovddus		A		s: máinnolmas	s: beakkán	s: beakkálmas	s: gullon	s: gululmas		Es el escritor más conocido de América Latina.	Son lea Latiinna Amerihká dovdduseamos čálli.												
conocido	M,F			N, A		2			oahpes olmmoš		NLc								No es mi pariente, sino un conocido.	Son ii leat mu fuolki, baicce oahpes olmmoš.												
conocimiento	M			N		1			diehtu		N	Span: UseAlso: Pl																				
conocimiento	M			N		2			máhttu		N	Span: UseAlso: Pl	s: -máhttu						El conocimiento profundo de una lengua es costoso.	Čiekŋalis giellamáhttu lea lossat.	Tiene conocimientos de Latín.	Sus lea veahá latiinnagiela máhttu.										
conocimiento	M			N		3			áddejupmi		N		s: ipmárdus						El conocimiento de la naturaleza es complejo.	Luonddu áddejupmi lea máŋggabealat.												
conocimiento	M			N		4			diđolašvuohta		N		s: oamedovdu						perder el conocimiento	massit diđolašvuođa												
perder el conocimiento			2g	VLc		5			mannat galmmasin		VLc	TV	s: meanahuvvat	s: galmmastuvvat																		
tener conocimiento		s: conocer	2l	VLc		6				Hab		+ de							El juez no tiene conocimiento de los hechos.	Duopmáris ii leat daguid diehtu.												
poner en conocimiento		s: informar	2r	VLc		7			dieđihit		V	TV	s: almmuhit	s: (bajás)čuvget					Poner los hechos en conocimiento del juez.	Dieđihit daguid duopmárii.												
conquistar			1a	V		1			vuollástit		V	TV	s: vuoluštit	s: váldit					conquistar un país	vuollástit riikka												
conquistar			1a	V		2			geasuhit		V	TV	s: mieldduhit	s: čuovuhit					conquistar con palabras	geasuhit sániiguin	Maite conquistó mi corazón.	Maite geasuhii mu váimmu.										
consecuencia	F			N		1			konsekveansa		N		s: boađus																			
tener consecuencias		s: traer consecuencias	2l	VLc		2			dagahit bohtosiid		VLc	IV																				
conseguir			3l, 3d	V		1			oažžut		V	TV							¿Has conseguido el dinero?	Leat go (don) ožžon ruđa?	No puedo conseguir que lo haga.	In sáhte su oažžut dahkat dan.										
conseguir			3l, 3d	V		2			nagadit		V	TV	v: nagodit						Consiguió tener una gran manada.	Son nagadii cegget ealu.												
conseguir			3l, 3d	V		3			lihkostuvvat		V	TV	s: vuotnastuvvat	s: beassat					Consiguió huir.	Son lihkostuvai báhtarit.	Consiguió sobrevivir.	Son lihkostuvai ceavzit.	Consiguió sobrevivir.	Son beasai heggiit.								
conseguirse			3l, 3d	V	conseguir	4			háhkat		V	Prnl, UseTV	s: skáhppot	s: fidnet					Se consiguieron una buena casa.	Sii háhke buorre viesu.												
consejo	M			N		1	Sáhka		neavva		N		s: ráva	s: ráđđi																		
consejo	M			N		2	Searvi		-ráđđi		N		s: lávdegoddi						consejo de asesores lingüísticos	giellalávdegoddi	Consejo Europeo	Europaráđđi										
considerar			1a	V		1			vuhtiiváldit		V	TV							Hay que considerar que pueden surgir problemas.	Ferte vuhtiiváldit ahte soitet bohciidit váttisvuođat.												
considerar			1a	V		2			dovdat		V	TV							Considera una ofensa que no abriera el regalo inmediamente.	Son dovdá loavkašumi, go ii rahpan attáldaga dakkaviđe.												
considerarse			1a	V	considerar	3			geahčadit iežas		VLc	Prnl, ReflV	s: govahallat	s: sulastit					Me considero un hombre sensato.	Mun geahčadan iežan vitmes olmmožin.												
consigna	F			N		1	Militeara/Militar		gohččumat		N	Saam: Pl	s: mearrádusat																			
consigna	F			N		2	Politihkka/Política, Bellodaga siskkabealde		gohččun		N		s: dieđáhus																			
consigna	F			N		3			mátkedávvirvurkehat		N		s: mátkedávvirrádju						Pueden dejar las maletas en consigna.	Sáhttibehtet guođđit koaffariid mátkedávvirvurkehahkii.												
consignar			1a	V		1			vurket		V	TV							consignar el equipaje	vurket mátkedávvira												
consignar			1a	V		2	Ruhta		bidjat		V	TV	s: coggat	s: nahkehit					consignar una partida en un presupuesto	bidjat ruđa bušeahttasuorgái												
consignar			1a	V		3			mearredit báikki gosa juoidá bidjá		Pfs																					
consignar			1a	V		4			čállit formálalaččat		VLc	TV							consignar un hecho	čállit ášši formálalaččat 	consignar un hecho	čállit dagu formálalaččat										
consigo	M/F			Pron		1			mielddis		Pron	Sg3							Lleva consigo el ordenador.	Son váldá dihtora mielddis.												
consigo	M/F			Pron		2			mielddiska		Pron	Du3							Llevan consigo el ordenador (ellos dos).	Soai váldiba dihtora mielddiska.												
consigo	M/F			Pron		3			mielddiset		Pron	Pl3							Llevan consigo el ordenador.	Sii váldet dihtora mielddiset.												
consolar			1m	V		1			jeđđet		V	TV																				
consolarse			1m	V	consolar	2			jeđđet iežas		VLc	Prnl, ReflV							María se consuela leyendo las cartas de su padre.	María jeđđe iežas áhči reivviid logadettiin.												
constantemente				Adv		1			ovtto		AdvLc		s: álo	s: bissovaččat	s: duojážassii				La temperatura media aumenta constantemente.	Gaskamearálaš temperatuvra lassána ovtto.												
constar			1a	V		1			leat		V	IV	s: gávdnot						En la lista consta tu nombre.	Listtus lea du namma.												
constar			1a	V		2	Beavdegirjjis		vurkejuvvot		V	IV	s: čállojuvvot						Pido al alcalde que sus palabras consten en el acta.	Bivddán sátnejođiheaddji, ahte su sánit vurkejuvvojit beavdegirjái.												
constar			1a	V		3			leat sihkkar		VLc	UseAlw: WObjPron	s: leat vissis						Me consta que ha dicho la verdad.	Lean sihkkar, ahte son lean muitalan duohtavuođa.												
que conste que			1a	VLc		4			ferte leat čielgas ahte		VLc	IV							Que conste que no lo sabía.	Ferte leat čielggas ahte mun in diehtán dan.												
hacer constar			2s	VLc		5			nannet		V	TV							El secretario lo hace constar en acta.	Čálli nanne dan beavdegirjjis.												
constar		s: tener	1a	VLc		6				Loc, Hab		IV, + de							El diccionario consta de cinco partes.	Sátnegirjjis leat vihtta oasi.												
constar		s: tener	1a	VLc		7			gávdnot		V	IV, + de							La máquina consta de cinco piezas.	Mašiinnas gávdnojit vihtta oasi.												
constar		s: tener	1a	VLc		8			sisttisdoallat		V	IV, + de							La máquina consta de cinco piezas.	Mašiidna sisttisdoallá vihta oasi.												
construcción	F			N		1			huksehus		N		s: ráhkadus						En la tesis falta la construcción de una teoría.	Nákkosgirjjis váilu teoriija ráhkadus.												
construcción	F			N		2			huksenossodat		N		s: huksensektor						Mario trabaja en la construcción.	Mario bargá huksenossodagas.												
en (vías de) construcción				AdvLc		3			leat huksejuvvomin		VLc		s: leat ráhkaduvvomin						La estación de tren está en (vías de) construcción.	Togastašuvdna lea huksejuvvomin.												
construir			3g	V		1			hukset		V	TV	s: ráhkadit																			
construir			3g	V		2	Gieđaiguin ja eará luonddu ávdnasiiguin		duddjot		V	TV																				
consumir			3a	V		1			golahit		V	TV	s: loaktit	s: duvhllidit	s: leaicidit				Este coche consume mucha gasolina.	Dát biila golaha olu bensiinna. 	consumir tiempo y dinero	loaktit áiggi ja ruđa										
consumir			3a	V		2			bilidit		V	TV	s: billistit	s: mollet					El fuego consumió la casa.	Dolla bilidii viesu.												
consumir			3a	V		3	Figuratiiva/Figurado		šlundudit		V	TV	s: dorvvuhuhttit						Las penas le consumen.	Váivvit šlundudit su.												
consumirse			3a	V	consumir	4	Figuratiiva/Figurado		šlundut		V	Prnl, IV, + de	s: loavkašuvvat	s: vuollánit					Se está consumiendo de celos.	Son lea šlundumin balahahkesvuođas.												
consumo	M			N		1			golahus		N		s: gollu	s: mannu	s: johtu				consumo de leña	muorramannu	consumo de leña	muorrajohtu										
consumo	M			N		2			geavaheapmi		N																					
contaminación	F			N		1			nuoskkideapmi		N		s: duolvvideapmi	s: durddideapmi																		
contaminar			1a	V		1			nuoskkidit		V	TV	s: duolvvidit	s: durddidit					contaminar el agua	nuoskkidit čázi												
contaminarse			1a	V	contaminar	2			nuoskkiduvvot		V	Prnl, IV, + de, con	s: duolvviduvvot	s: durdašuvvat					Nos hemos contaminado de radiactividad.	Mii leat durdašuvvan radioaktivitehtas.	Nos hemos contaminado con el agua.	Mii leat duolvviduvvon čázis.										
contar			1m	V		1			muitalit		V	TV	s: máinnastit						¡Cuéntamelo todo!	Muital munnje buot!	contar un chiste	muitalit suohtasmáidnasa	contar un chiste	muitalit suohttasa	tengo mucho que contar	mus lea olu muitalit						
contar			1m	V		2			lohkat		V	TV							contar dinero	lohkat ruđa												
contar			1m	V		3			leat dehálaš		VLc	IV	s: leat relevánta						Para aprobar, cuentan los ejercicios de clase.	Vai galggaššii ceavzit, de lea dehálaš bargat luohkánlanja bargobihtáid.												
contarse			1m	V	contar	4			rehkenuššojuvvot		V	PassV, + por, a							Los parados se cuentan por millones.	Bargguheamit rehkenuššojuvvojit miljovdnan.												
contarse con los dedos de la mano			1m	VLc		5			leat vátnon		VLc	PassV	s: leat hárvon	s: leat njárbon					Ahí los árboles se cuentan con los dedos de la mano.	Doppe muorat leat njárbon.												
contar			1m	VLc		6			váldit vuhtii		VLc	IV, + con	s: vuhtiiváldit						Hay que contar con todas las circunstancias.	Ferte vuhtiiváldit buot dilálašvuođaid.	Para tomar la decisión, el ministerio debería contar con los ayuntamientos.	Go mearreduvvo, de berrešii departameanta vuhtiiváldá suohkaniid.										
contar			1m	VLc		7			luohttit		V	IV, + con, Saam: + Ill							Cuento contigo para ese trabajo.	Mun luohtán dutnje dán barggus.												
contenedor	M			N		1			kontainár		N		s: fievrrádusseaillus																			
contener			2l	V		1			sisttisdoallat		V	TV							El diccionario contiene cien mil voces.	Sátnegirji sisttisdoallá čuohteduhát sáni.												
contener			2l	V		2			bissehit		V	TV							contener las lágrimas	bissehit gatnjaliid												
contenerse			2l	V	contener	3			stađásmit		VLc	Prnl, ReflV	s: ráđđet iežas badjel	s: stađđat	s: steađđát				Me enfadé mucho, pero me contuve.	Suhtten issorasat, muhto stađásmin.												
contenido	M,F			A		1			mášolaš		A		s: stađđil	s: staigil																		
contenido	M			N		1			sisdoallu		N																					
contento	M,F			A		1			ilolaš		A																					
contento	M,F			A		2			duđavaš		A		v: duhtavaš																			
darse por contento			1r	VLc		3	Go dilli lea dohkálaš buorre		leat duđavaš		VLc	Prnl, ReflV	s: duhtat						Ese perro se da por contento con unas migajas.	Beana lea duđavaš láibemoaluin.												
contigo	M/F			Pron		1			du mielde		PronLc	Sg2	s: mielddát	s: du fárrui					¿Voy contigo?	Boađán go du mielde?	Siempre viaja contigo.	Álo vuolgá du fárrui.										
contigo	M/F			Pron		2			iežat mielde		PronLc	Sg2	s: iežat fárrui						Te llevas a los niños contigo.	Don válddát mánáid iežat mielde.												
contigo	M/F			Pron		3			duinna		Pron, Com								Iré contigo.	Áiggun duinna vuolgit.												
contigo	M/F			Pron		4			mielde		Po	Sg2							¿Llevas el ordenador contigo?	Fievrridatgo dihtora mielde?												
contigo	M/F			Pron		5			iežainat		Pron, Com	ReflPron, Sg2							Hablas contigo mismo.	Don hálat iežainat.												
continuamente				Adv		1			čađat		Adv		s: álo	s: álelassii	s: oppa áigge																	
continuar			1e	V		1			joatkit		V	TV							Los parlamentarios continuaron el debate.	Parlamentarihkkárat jotke ságastallama.												
continuar			1e	V		2			joatkit		V	IV	s: bissut						El debate continúa en el parlamento.	Ságastallan joatká Stuorradikkis.	Continúa lloviendo.	Dat joatká arvimis.	El parque continúa hasta la carretera.	Šattogárdi joatká váldogeidnui.	Mi hermana continúa en Madrid.	Mu oabbá joatká Madridas.						
contradictorio	M,F			A		1			vuostálasti		A		s: vuostáičuožžu						Expuso dos ideas contradictorias.	Son ovdanbuvttii guokte vuostálasti jurdaga.												
contrastar			1a	V		1			bidjat ruossalassii		VLc	TV	s: bidjat vuostálagaid						contrastar información	bidjat vuostálagaid dieđu												
contrastar			1a	V		2			kontrasteret		V	IV	s: leat vuostálagaid	s: leat vuostálas-					El negro y el amarillo contrastan mucho.	Čáhppat ja fiskat kontrasterejit ollu.	El negro y el amarillo contrastan mucho.	Čáhppat ja fiskat leat ivnnit mat leat vuostálagaid.	El negro y el amarillo contrastan mucho.	Čáhppat ja fiskat leat vuostálasivnnit.								
contratar			1a	V		1			virgádit		V	TV	s: virgái bidjat						Para el año que viene queremos contratar a dos personas más.	Boahtte jahkái háliidat mii virgádit velá guokte olbmo.												
contratar temporalmente			1a	VLc		2			čállit gaskaboddosaš bargošiehtadusa		Pfs								Han contratado a varios jóvenes temporalmente.	Sii leat čállán gaskaboddosaš bargošiehtadusa máŋggain nuorain.												
contrato	M			N		1			šiehtadus		N		s: kontrákta						contrato de alquiler	láigošiehtadus	contrato de compraventa	gávpešiehtadus										
control	M			N		1			kontrolla		N		s: dárkkástus	s: geahčču																		
control remoto	M	s: mando a distancia		NLc		2			kontrolla-apparáhta		N		s: dárkkistan-rusttet																			
torre de control	F			NLc		3			dárkkistantoardna		N		s: fáktentoardna																			
tener bajo control		s: controlar	2l	VLc		4			dárkkistit		V	TV	s: kontrolleret	s: bearráigeahččat					Tengo la situación bajo control.	Mun bearráigeahčan dili.												
tener bajo control		s: controlar	2l	VLc		5			leat hálddus		VLc	TV							Tengo la situación bajo control.	Dilli lea mu hálddus.												
