WORD	GENDER	LEMMA SYNONYM	INFLECTION	WORD CLASS	BASIC FORM	TRANSLATION NUMBER	RESTRICTION	SCIENTIFIC NAME	SAAMI	SAAMI TRANSLATION CASE OR FORM	WORD CLASS	EXPLANATION	TRANSLATION SYNONYM1	TRANSLATION SYNONYM2	TRANSLATION SYNONYM3	TRANSLATION SYNONYM4	TRANSLATION SYNONIM 5	TRANSLATION SYNONIM 6	SPANISH_EX_1	SAAMI_EX_1	SPANISH_EX_2	SAAMI_EX_2	SPANISH_EX_3	SAAMI_EX_3	SPANISH_EX_4	SAAMI_EX_4	SPANISH_EX_5	SAAMI_EX_5	SPANISH_EX_6	SAAMI_EX_6	SPANISH_EX_7	SAAMI_EX_7
ruina	F			N		2			vistebázahus		N		s: skadjá						En Roma hay muchas ruinas.	Romas leat ollu skaját.												
rumiar			1b	V		1			smirezastit		V	TV, IV	s: smirezit						Los bueyes y los carneros rumian sus alimentos.	Vuovssát ja vierccat smirezastet biepmuideaset.												
rumiar			1b	V		2	Figuratiiva/Figurado		jurddašit guhkesáigge muhtun ášši		Pfs								El alcalde estuvo rumiando el proyecto durante mucho tiempo.	Sátnejodiheaddji lei guhkesáigge jurddašan prošeavtta.												
ruso	M,F			A		1			ruošša		A																					
ruso	M			N		1	Giella		ruoššagiella		N																					
sábana	F			N		1			láhken		N		v: láhkan																			
saber			2n	V		1			diehtit		V	TV							Lo sabes.	Don dán dieđát.	No lo sé.	In mun dan dieđe.	No sé casi nada.	In dieđe measta maidege.	No sé casi nada.	In dieđe báljo mastege.						
saber			2n	V		2			máhttit		V	TV							Sabe hablar sami.	Son máhttá sámegiela.	¿Sabes tocar el piano?	Máhtát go don čuojahit pianoin?										
saber			2n	V		5			máistot		V	IV							La tarta sabe muy dulce.	Gáhkku máisto hui meađggusin.												
saber a			2n	VLc		25			leat -máistu		VLc	IV	s: -njaddit						El pan sabe a cebolla.	Láibbis lea lávkemáistu.	El pan sabe a cebolla.	Láibi lávkenjaddá.										
saberse			2n	VLc	saber	3			diehtit iežas birra, ahte sus lea juogalágan máhttu dahjege čehppodat		Pfs	Prnl, ReflV							Sara se sabe lista.	Sara diehtá ieš, ahte son lea čeahppi.												
saberse		s: saberse de memoria, saber de memoria	2n	VLc	saber	4			máhttit bajil		Pfs	Prnl, UseTV	s: diehtit juoga bures	s: muitit juoidá bajil					Estos chicos no se saben la lección.	Gánddat eai máhte bajil oahppobihtá.												
sabor	M			N		1			máhku		N		s: smáhkka	s: máistu					sabor a quemado	buollán smáhkka												
saborear			1a	V		1			máistit		V	TV	s: smáhket						Me gusta saborear el vino.	Mun liikon máistit viinna.	Me gusta saborear la comida.	Mun liikon máistit borramusa.										
saborear			1a	V		2	Figuratiiva/Figurado		njiellat		V	TV							Cuando habla, saborea las palabras.	Go son hállá, de njiellá sániid.												
sabroso	M,F			A		1			njálggat		A		s: meađggus	s: sohkaraddjái																		
sacar			1g	V		1			viežžat		V	TV	s: váldit						El padre sacó a su hijo de la escuela.	Áhčči vieččai iežas máná oahpahagas.												
sacar			1g	V		2	Foto		govvet		V	TV							Te voy a sacar una foto.	Mun áiggun govvet du.												
sacar			1g	V		3			loktet		V	TV	s: váldit	s: viežžat					Quiero sacar dinero del cajero automático.	Mun áiggun loktet ruđa báŋko-automáhtas.												
sacar			1g	V		4			biggohit		V	TV							María saca las alfombras a la ventana.	Maria biggoha teahpáid lássaráigge.												
sacar de paseo		s: sacar a pasear	1g	VLc		2	Olbmuid		váccihit		V	TV	s: doarredit	s: viegahit					Saco de paseo a mi madre.	Mun váccihan iežan eatni.												
sacar el jugo			1g	VLc		3	Figuratiiva/Figurado		geassit váldosisdoalu		Pfs	TV	s: geassit ášši mávssoleamus oasi						sacar(le) el jugo a un libro	geassit girjji mávssoleamus sisdoalu												
sacarse		s: quitarse	1g	V	sacar	5			gavvit		V	Prnl, ReflV, UseTV	s: gaikut	s: váldit eret					Pedro se saca los pelos de la nariz.	Pedro gavvá guolggaid njunis.												
sacarse		s: quitarse	1g	V	sacar	6			nuollat		V	Prnl, ReflV, UseTV							Al llegar a casa nos sacamos las botas.	Go mii ruoktot ollet, de mii nuollat skuovaideamet.												
sacarse			1g	V	sacar	7			gaikkuhit		V	Prnl, UseTV							Fue al dentista a sacarse un diente.	Son manai bátnedoaktárii gaikkuhit báni.	Voy al dentista a sacarme un diente.	Mun vuolggán bátnedoaktárii gaikkuhit báni.										
sacarse			1g	V	sacar	8			oažžut		V	Prnl, UseTV	s: fidnet	s: smulget					Andrés se ha sacado ya el carnet de conducir.	Andres lea juo ožžon vuodjingoartta.												
sacramento	M			N		1			sákrameanta		N		s: rihppa																			
sagrado	M,F			A		1			bassi		A																					
sal	F			N		1	Abstrakta/Abstracto		sálti		N																					
sal	F			N		2	Konkreahtta/Concreto		sálttit		N	Saam: Pl							¿Me pasas la sal?	Attát go munnje sálttiid?												
sal	F			N		5	Figuratiiva/Figurado		illu		N		s: ávvu						la sal de la vida	eallima illu	Que no os falte el pan y la sal.	[cealkka, mii daddjo daidda, geat easkka leat náitalan:] Sávan, ahte dudnos lea eallima illu.										
sal fina	F			NLc		4			beavdesálti		N																					
sal gorda	F			NLc		3			(g)roavvasálti		N		v: (g)roavasálti																			
sala	F			N		1			latnja		N																					
sala de espera	F			NLc		2			vuordinlatnja		N																					
salado	M,F			A		1			sálttis		A																					
salado	M,F			A		2	Figuratiiva/Figurado		hearvái		A		s: somá	s: suohtas	s: leaikái				Esa niña es muy salada.	Dát nieida lea hui hearvái.												
salario	M	s: sueldo		N		1			bálká		N																					
salir			3r	V		1			vuolgit		VLc	IV	s: guođđit	s: mannat					Marta sale de la tienda.	Marta vuolgá buvddas.	Marta sale de la tienda.	Marta guođđá buvdda.	Marta sale de la tienda.	Marta manná buvddas.								
salir			3r	V		2			dollet		V	IV	s: vuolgit						Salimos a pasear.	Mii dollet váccašit.	Salimos a pasear.	Mii vuolgit váccašit.										
salir con retraso			3r	VLc		3			maŋŋonit vuolggedettiin		V	IV							El avión salió con retraso pero llegó puntual.	Girdi maŋŋonii vuolggedettiin muhto ollii rivttes áiggi.												
salir corriendo			3r	VLc		3			mannat viega		VLc	IV																				
salir de las faldas			3r	VLc		4			rávásmuvvat		V	IV							Ese niño tiene que salir de las faldas de su madre.	Dát mánná ferte rávásmuvvat.												
salita	F			N		1			lanjaš		N	Der/Dimin																				
salmón	M			N		1		salmo salar	luossa		N																					
salmón	M			N		2	Sullii kilosaš		diddi		N																					
salmón	M			N		3	Sullii kilosaš – golmmakilosaš		luossajuolgi		N		v: luosjuolgi																			
salmón	M			N		4	Varris		goadjin		N																					
salmón	M			N		5	Njiŋŋelas		duovvi		N																					
salmón ahumado	M			NLc		7			suovas luossa		NLc																					
salmón salado	M	s: salmón en salazón		NLc		8			spihkeluossa		N																					
salsa	F			N		1			sevsa		N		s: buonjus	s: sálsa																		
salsa	F			N		2			latiinna dánsunmusihkka		Pfs																					
saltar			1a	V		1			njuiket		V	IV	s: čellet						El gato saltó de(sde) la tapia.	Bussá njuikii muvraseainnis.	El gato saltó (por encima de) la tapia.	Bussá njuikii muvraseainni badjel.										
saltar			1a	V		2	Máŋgga geardde		njuikut		V	IV, Freq	s: njuikkodit																			
saltar a la vista			1a	VLc		16	Figuratiiva/Figurado		leat viehka čielggas		VLc	IV	s: leat hui čielggas						Salta a la vista que ya no me quieres.	Lea viehka čielggas, ahte don it ráhkis šat mu.												
saltar por los aires			1a	VLc		10			bávkkehit		V	IV, UseNor: Pl							El coche saltó por los aires.	Biila bávkkehii.												
saltarse			1a	V	saltar	3	Figuratiiva/Figurado		njuiket badjel		VLc	Prnl, UseTV	s: garvit						Leyendo, se saltó dos páginas.	Logadettiin son njuikii guovtti siiddu badjel.												
saltarse			1a	V	saltar	5			vajálduhttit		V	Prnl, UseTV							Es tan mayor que se salta frecuentemente la medicación.	Son lea dan mađe boaris, ahte son dávjá vajálduhttá váldimis dálkasa.												
saltarse un semáforo			1a	VLc	saltar	4			meaddánit johtolatčuovgga almmá bisánkeahttá		Pfs	Prnl, UseTV	s: vuodjit johtolatčuovgga meattá almmá bisánkeahttá						En algunas ciudades, acostumbran a saltarse los semáforos.	Muhtun gávpogiin sii lávejit vuodjit johtolatčuovggaid meattá.												
salud	F			N		1			dearvvasvuohta		N																					
saludar			1a	V		1			dearvvahit		V	TV	s: buorástahttit																			
saludarse			1a	V	saludar	2			buorástahttalit		V	Prnl, RecV	s: rávkat buorrebeaivvi						Nos saludamos a diario.	Mii rávkat buorrebeaivvi beaivválaččat.												
saludo	M			N		1			dearvuođat		N	Saam: Pl																				
saludos	M	s: un cordial saludo, cordiales saludos		N		2	Reivves		ustitlaš dearvuođat		N	Saam: Pl	s: váimmolaš dearvuođat	s: liekkosis dearvuođat																		
salutación	F			N		1			dearvvuođasárdni		N																					
salvaje	M/F			A		1	Ealli ja olmmoš		villas		A		s: vilddas						caballo salvaje	vildaheasta	caballo salvaje	vildaheabuš										
salvaje	M/F			A		2	Olmmoš		ráikkas		A		s: bilttas																			
salvar			1a	V		1			gádjut		V	TV	s: beastit						Su abogado le salvó de ir a cárcel.	Su advokáhta gájui su giddagasas.												
salvarse			1a	V	salvar	2			gáddjojuvvot		V	Prnl, IV	s: bestojuvvot						Gracias a su abogado se salvó de ir a la cárcel.	Giitu su láhkabealošteaddjái, go son bestojuvvui giddagasas.												
sangrar			1a	V		1			vardit		V	IV	s: varddašit						Estás sangrando por la nariz.	Don leat vardimin njunis.	La herida aún sangra.	Ain vardá hávis.										
sangrar			1a	V		2	Figuratiiva/Figurado		navildit		V	TV	s: gurret dađistaga	s: suoládit veahážiid mielde					Los grandes comerciantes sangran el estado todo lo que pueden.	Rikkes gávpe-albmát navildit stáhta nu olu go sáhttet.												
sano	M,F			A		1			dearvvas		A		s: dearvvaslaš																			
santo	M,F			A		1			bassi		A								Espíritu Santo	Bassi Vuoigŋa	Santa Biblia	Bassi Biibbal										
santo (patrón)	M,F			N		3			gávpoga bassi suodjaleaddji		Pfs																					
santo patrón	M			NLc		4			gávpoga bassi suodjaleaddji		Pfs																					
saque de esquina	M			NLc		3	Spábbačiekčan		sisravdačievččastat		N																					
sartén	F			N		1			bánno		N		s: báiste	s: bassinbánno	s: steaikkabánno																	
se				Pron		1			iežas		ReflPron, Sg3								La niña se mira en el espejo.	Nieida iežas geahččá speadjalis.												
se				Pron		2			iežaska		ReflPron, Du3								María y Pedro se miran en el espejo.	María ja Pedro iežaska geahččaba speadjalis.												
se				Pron		3			iežaset		ReflPron, Pl3								Ellos se miran en el espejo.	Sii iežaset gehččet speadjalis.												
se				Pron		4				Sámi vearbbaidde refleksiiva árvvuin									Ellos se lavan	Sii basadit.												
se				Pron		5				Resiprohka árvvuin									Pedro y Antonio se gritan.	Pedro ja Antonio čurvvodeaba.												
se				Pron		6				Passiiva vearbbaid 3. persovdna lea ovttaid- ja máŋggaidlogus									Ese trabajo se hace rápido.	Dát bargu dahkkojuvvo johtilit.	El ordenador se utiliza para escribir.	Dihtor geavahuvvo čállimii.	Ya no se fabrican esas bicicletas.	Dát syhkkelat eai šat ráhkaduvvo.								
se				Pron		7				Ill									Tú conoces esa historia que Marcos no conoce. ¡Cuéntasela!	Don dieđát dan muitalusa, man Marcos ii dieđe. Geahččal dan muitalit sutnje!	Ellos no saben cuánto he llorado, díselo tú.	Sii eai dieđe man olu lean čirron, muital dan sidjiide.										
se alquila			1a	VLc		4	Galba		láiguhuvvot		V	Imp, 3per																				
se da el caso de que...			1r	VLc		4			ášši lea nu, ahte...		NLc		s: dilli lea nu, ahte…																			
se espera			1a	VLc		5			vurdojuvvo		VLc	Imp, 3per	s: doivojuvvo						Se espera un verano muy seco.	Vurdojuvvo ahte boahtte geassi šaddá hui goikkis.												
se supone que			2r	VLc		2			dat vurdo, ahte		VLc	UseTV, Imp, 3per, Sg	s: dat navdo, ahte						Se supone que todos están de acuerdo.	Dat vurdo ahte buohkat leat ovttaoaivilis.												
secar			1g	V		1			goikadit		V	TV							El sol ha secado las plantas.	Beaivi lea goikadan šattuid.	secar los platos	goikadit lihtiid	secar la carne	goikadit bierggu	secar el pescado	goikadit guoli						
secarse			1g	V	secar	2			goikat		V	Prnl, IV							Los lagos y ríos en Noruega no se secan nunca.	Norgga jávrrit ja jogat eai goasse ge goikka.												
seco	M,F			A		1			goikkis		A								La ropa ya está seca.	Bivttas lea juo goikkis.	El país se divide en dos partes: el país húmedo y el país seco.	Riika juhkkojuvvo guovtti oassái: čáhccás ja goike guovlun.										
secreto de estado	M			NLc		9	Politihkka/Política		stáhtačiegusvuohta		N																					
secuestrar			1a	V		1			rievidit		V	TV	s: suoládit	s: jávkadit																		
secuestrar			1a	V		2	Olbmo, girdimášiinna, etc.		rivvet olbmo dahje juoidá eará bákkuin ja dan atnit pántan háldosis		Pfs	TV	s: kidnappet						Han secuestrado un avión.	Sii leat kidnappen girdi.												
secuestro	M			N		1	Olbmuid		olbmorievideapmi		N		s: kidnappen																			
secuestro de rehenes	M			NLc		2			pántafáŋga		N		s: gissel																			
sed	F			N		1			goiku		N																					
seda	F			N		1			silki		N																					
sede	F			N		1			guovddášbáiki		N		s: doaimmahat	s: visti					sede social	váldodoaimmahat	la sede del Partido Socialista	Barggiidbellodaga visti										
sede	F			N		2			stuollu		N								sede episcopal	bismma stuollu	la Santa Sede	Bassi stuollu										
sede	F			N		3			hálddahusguovddáš		N								Madrid es la sede del gobierno central.	Madrid lea ráđđehusa hálddahusguovddáš.												
seguido	M,F			A		1			olles		A								Se pasó un año seguido con el proyecto.	Son geavahii olles jagi ovdabargui.	Se pasó un año seguido con el proyecto.	Son ádjánii olles jagi ovdabargguin.										
seguido	M,F			A		2			maŋŋálagaid		Adv								Tuvo tres hijos seguidos.	Son riegádahtii golbma gándda maŋŋálagaid.												
seguido				Adv		1			čađat		Adv		s: dávjá	s: ovtto	s: ovttatláhkai				En esos montes llueve muy seguido.	Diein váriin arvá čađat.												
seguido				Adv		2			álo		Adv		s: álelassii						En esos montes llueve muy seguido.	Diein váriin arvá álo.												
seguir			3l, 3d	V		1			čuvodit		V	TV							Le siguó toda la tarde.	Son čuvodii su olles maŋŋágaskabeaivve.												
seguir			3l, 3d	V		3			mieđihit		V	TV							Es preciso seguir algunas reglas.	Lea dárbu mieđihit muhtun njuolggadusa.												
seguir			3l, 3d	V		4			joatkit		V	IV							Mari siguió caminando hasta una plaza.	Mari jotkkii vácci gávpešilljui.												
seguir			3l, 3d	V		5			bissut		V	IV							El problema sigue sin resolver.	Váttisvuohta bissu čoavddekeahttá.												
seguir la(s) huella(s)			3l, 3d	VLc		13			luottaid guorrat		VLc	TV							Biera siguió las huellas de su padre.	Biera guorai áhčis luottaid.												
seguir los pasos		s: seguir las huellas	3l, 3d	VLc		2			guorrat luottaid		VLc	TV	s: šokčat luottaid																			
según				Pr		1			mielde		Po	Saam: Gen +							según su opinión	su oainnu mielde												
según				Pr		2				Com									según su opinión	su oainnuin												
según				Pr		3			aistton		Adv		s: aisttan						según Máhte Mihkkal	aistton dan Máhte Mihkkala												
segundo				A		1			nubbi		Num, Ord																					
segundo	M			N		1	Áigi/Tiempo		sekunda		N																					
seguramente				Adv		1			sihkkarit		Adv		s: vissásit																			
seguridad	F			N		1			dorvvolašvuohta		N		s: sihkkarvuohta						seguridad laboral	bargodorvvolašvuohta	seguridad laboral	bargosihkkarvuohta										
seguro	M,F			A		1			vissis		A		s: sihkkar																			
seguro	M			N		1			dáhkádus		N		s: nannehus	s: nannen	s: dáhkideapmi				seguro de viaje	mátkedáhkádus	seguro de accidentes laborales	bargolihkohisvuođa dáhkádus	seguro de enfermedades profesionales	buozanvuođa dáhkádus	seguro de vida	eallindáhkádus						
selva	F			N		1			vuovdi		N		s: muorrameahcci	s: meahcci	s: juŋgel																	
selva virgen	F			NLc		2			arvevuovdi		N		s: eamivuovdi	s: álgovuovdi																		
semana	F			N		1			vahkku		N																					
Semana Santa	F			NLc		2			Beassážat		N	Saam: Pl	s: Beassášvahkku																			
semejanza	F			N		1			ovttaláganvuohta		N		s: ovttaláhkásašvuohta																			
semental	M			N, A		1	Heasta		ore		N																					
semental	M			N, A		2	Boazu		rahkkesarvvis		N																					
señal	F			N		1			mearka		N		s: sátni																			
señal	F			N		2			bážus		N		s: bállat																			
señal	F			N		3			signála		N																					
señal	F			N		4			ovdohat		N		s: várrehus																			
señal (de tráfico)	F			NLc		5			johtalusmearka		N		s: johtalusgalba	s: galba																		
señalar			1a	V		1			čujuhit		V	TV	s: cuoigut						El dependiente señaló la calle.	Rámburbargi čujuhii gáhta guvlui.	señalar con el dedo	čujuhit suorpmain										
señalar			1a	V		2			sárastit		V	TV							En esa pelea a cuchillo, Pedro le señaló la cara.	Dán niibedoarus Pedro sárastii su muhtui.												
señas	F	s: dirección		N		1			čujuhus		N	UseAlw: Pl	s: orrunsaječujuhus	s: adreassa																		
sencillo	M,F			A		1			ovttageardán		A		s: ovttageardásaš																			
sencillo	M,F	s: fácil		A		2			álki		A																					
senda	F			N		1			vázzinbálggis		N		s: váccáhat	s: máđidja	s: máđii	s: meahcceluodda																
sentar			1k	V		1			oažžut čohkkedit		VLc	TV, Caus	s: čohkkáhit						El maestro sentó a la niña en la última fila.	Oahpaheaddji oaččui nieidda čohkkedit maŋimuš gurgadassii.	El maestro sentó a la niña en la última fila.	Oahpaheaddji čohkkáhii nieidda maŋimuš gurgadasas.										
sentar			1k	V		6	Erenoamážit biktasa ektui		heivet		V	IV, UseNor: WObjPron							Ese gorro te sienta bien.	Gahpir heive bures dutnje.												
sentar bien			1k	VLc		4	Dálkkas		dálkkodit		VLc	IV, UseNor: WObjPron	s: dahkat dearvvasin						La medicina me sienta bien.	Dálkkas dálkkoda mu.												
sentar mal			1k	VLc		5	Borramuša ektui		obbot		V	IV, UseNor: WObjPron	s: čidnot	s: dahppot	s: oažžut baikabavvaga				La comida me ha sentado mal.	Mu čoavji obbui.												
sentarse			1k	V	sentar	2			čohkkedit		V	Prnl, IV	s: čohkánit						Él se sienta delante del ordenador.	Son čohkkeda dihtora ovddabeallái.												
sentencia	F			N		1			duopmu		N																					
sentido	M			N		1			áicu		N		s: dáidu																			
sentido	M			N		2			áddejupmi		N		s: ipmárdus																			
sentido común	M			NLc		5			luonddu jierbmi		NLc		s: geavatlaš jierbmi																			
sentir			3i	V		1			dovdat		V	TV							sentir hambre	dovdat nealggi												
sentir			3i	V		2				Sámi heivvolaš vearbbaide	V	TV							sentir hambre	nealgut	sentir sed	goikat	sentir frío	galbmot								
sentir			3i	V		3	Negatiivvalaš mearkkašumiin/Con significado negativo		váidalit		V	TV							A pesar de mis explicaciones, siento no haberles convencido.	Vaikko mun lean ákkastallan bures, de mun váidalan go dii ehpet vuhtiiváldán mu oainnu.												
sentirse			3i	V	sentir	5			dovdat ieš		VLc	Prnl, ReflV							Se siente solo.	Son dovdá iežas okto.												
sequía	F			N		1			goikkádat		N		s: jaŋádat																			
ser	M			N		1			heakkalaš		N		s: orot																			
ser	M			N		2			sivdnádus		N		s: luonddogáhppálat																			
ser			2w	V		1			leat		V	IV	s: leahket						¿Eres inglés?	Leat go don eaŋgalas olmmoš?	Ana es una buena alumna.	Ana lea čeahpes oahppi.	Andrés es un niño enfermo.	Andrés lea buohccimánná.								
ser cansado			2w	VLc		3			leat lossat		VLc	IV, + Inf							Por la noche es cansado subir a pie.	Ihkku lea lossat čuoččastit (julggiid ala).												
ser como de la familia			2w	VLc		5			leat lagas ustit		Pfs	IV																				
ser de cajón			2w	VLc		3			leat čielggas		VLc	IV							Mis conclusiones son de cajón.	Mu loahppasmiehttamušat leat čielgasat.												
ser de esperar			2w	VLc		3			leat vurdon		VLc	IV							Era de esperar que no viniera.	Lei vurdon ahte son ii áigon boahtit.												
ser de la familia			2w	VLc		4			leat fuolki		VLc	IV																				
ser el brazo derecho (de alguien)			2w	VLc		3			leat muhtuma olgešgiehta		VLc	IV	s: leat muhtuma giehtageahčči																			
ser humano	M			NLc		3			olmmoš		N																					
ser un cualquiera			2w	VLc		2			leat árvvohis olmmoš		Pfs		s: leat gutnehis olmmoš																			
serie	F			N		1			ráidu		N		s: gurgadas																			
serio	M,F			A		1			duođalaš		A																					
serpiente	F			N		1		serpentes, ophidia	gearpmaš		N																					
servicio	M			N		1			bálvaleapmi		N		s: bálvalus																			
servicio	M			N		2			fálaldat		N																					
servicio	M			N		3			hivsset		N																					
servir			3l	V		1			doaibmat		V	IV							El ordenador sirve para escribir.	Dihtor doaibmá čállinmášiidnan.	María sirve como teniente en el ejército.	María doaibmá soahteveaga levtnántan.										
servir			3l	V		2			bálvalit		V	TV	s: fáluhit	s: guossohit	s: buktit beavdái				La funcionaria sirve los formularios.	Virgeolmmoš bálvala lávadagiid.	Antonio sirve la comida.	Antonio fáluha borramuša.										
servir		s: asistir	3l	V		3	Nissonolmmoš		biigot		V	IV	s: bálvalit						La chica sirve a los ancianos.	Nieida biigo boares olbmuid.												
servir		s: asistir	3l	V		4	Dievdu		reŋgot		V	IV	s: bálvalit						El chico sirve a los ancianos.	Gánda reŋgo boares olbmuid.												
servirse			3l	V	servir	5			geavahit		V	Prnl, UseTV, + de							Máhtte se sirve de mi casa para dar sus clases.	Máhtte geavaha mu viesu iežas oahpahusa várás.	Algunos políticos se sirven de hermosas palabras.	Muhtun politihkkárat geavahit čáppa sániid.										
sesión	F			N		1	Filmma- ja teahterčájálmas		geardi		N		s: háve						La película tiene tres sesiones diarias.	Ealligovva čájehuvvo golmma geardde beaivvis.												
sesión	F			N		3			čoahkkin		N								El parlamento sami celebró una sesión plenaria.	Sámediggi doalai dievasčoahkkima.												
sesión de noche	F			NLc		2			eahketfilbma		N		s: eahket-ealligova																			
sexo	M			N		1			sohkabealli		N																					
si				CC		1	Konditionála cealkagat		jus		CC		v: jos						Si lo haces despacio, tienes tiempo de pensarlo bien.	Jus don dan barggat njozedit, de (don) asttat das jurddašit vuđoleabbot.												
si				CC		2	Einnosteapmi dahjege iskkadancealkagat		-go		EncPcle								Saben con seguridad si mañana lloverá o no.	Sii dihtet vissásit arvvášiigo ihttin vai ii.	¿Sabes si el libro está en la biblioteca?	Dieđát go (don) leago girji girjerádjosis?	No sé si el libro está en la biblioteca.	In dieđe, leažžágo girji girjerádjosis.								
sí				Adv		1			juo		Adv		s: jo	s: na																		
siempre				Adv		1	Áigi/Tiempo		álo		Adv		s: ovtto	s: čađat																		
siempre que		s: sólo si		CC		2	Dárbbašlaš eaktu		beare jus		CC								Iré a hablar con Biera siempre que vengas conmigo.	Boađán hállat Bierain, beare jus don boađát mu lusa.												
sierra	F			N		1			gáisaráidu		N		s: várreráidu																			
sierra	F			N		2			sahá		N																					
siglo	M			N		1			čuohtejahki		N																					
sin embargo				CC		3			muhto		CC		s: muhto aŋkke	s: muhto dattetge	s: dattetge				Sus padres son ricos; sin embargo él es pobre.	Su váhnemat leat jábálaččat, muhto son lea geafi.	En el futuro quiere estudiar, sin embargo se ve viviendo todavía en Guovdageaidnu.	Boahtte-áiggis son áigu oahpu gazzat, dattetge doaivu iežas ain orrumin Guovdageainnus.										
sin embargo				CC		4			goitge		CC								Las llamas podrían haber quemado la línea eléctrica que, sin embargo, no ardió.	Dolla livččii sáhttit boaldit el-fápmolinnjá, mii ii goitge buollán.												
sin ir más lejos				AdvLc		41			cealkka mii heive dillái, go ii leat dárbu ohcat muhtun ášši lassi dieđu		Pfs								Eso lo dice la Biblia, sin ir más lejos.	Dát daddjo Biibalis ja de lea doarvái.												
sin querer				AdvLc		4			vahágis		Adv								Le ha roto las gafas sin querer.	Son lea mollen vahágis čalbmelásaid.												
sin sentido		s: absurdo		ALc		3			mielaheapme		A		s: jierpmeheapme	s: ulmmeheapme					situación sin sentido	mielahis dilli												
sinsentido	M			N		1			jallodat		N		s: jallavuohta						Lo que dices es un sinsentido	Dat maid don dajat lea jallodat.												
siquiatra	M/F	v: psiquiatra		N		1			psykiáhter		N		s: siellodoavttir																			
sírvanse			3l	VLc	servir	7	Geavahuvvo formálalaččat/Uso formal		lehket buorit		VLc	Prnl, IV, Imprt, Pl2							Sírvanse (ustedes) ocupar los asientos delanteros.	Lehket buorit ja čohkkedehket ovddemus čohkkánsajiide.												
sírvase			3l	VLc	servir	6	Geavahuvvo formálalaččat/Uso formal		leage buorre		VLc	Prnl, IV, Imprt, Sg2							Sírvase (usted) coger los formularios que necesite.	Leage buorre, váldde nu ollu lávadagiid go dárbbašat.												
sistema de riego	M			NLc		3			čáhccenvuogádat		N																					
sistema periódico	M			NLc		2	Kemiija/Química		molsašuddi vuogádat		NLc		s: rievddadahkes vuogádat																			
sobrevivir			3a	V		1			ceavzit heakkas		VLc	IV	s: bissut heakkas	s: birget heakkas					sobrevivir a la guerra	bissut heakkas soađis												
sobrevivir			3a	V		2			jápmit maŋŋálagaid		VLc	IV	s: jápmit (nuppi olbmo) maŋŋá						Pablo sobrevivió a Marja.	Pablo jámii Márjjá maŋŋá.												
sobrevivir			3a	V		3			birget		V	IV	s: ceavzit						Sobrevivimos con el sueldo de mi mujer.	Mii birget mu eamida bálkkáin.	En la tundra sobrevivimos con un tiempo muy frío.	Duoddaris mii birget buolašáiggi.										
solicitar			1a	V		1			bivdit		V	TV	s: sihtat						solicitar un cheque	bivdit ruhtašeahka												
solicitar			1a	V		2			ohcat		V	TV	s: geahččalit gávdnat						solicitar un puesto	ohcat virggi												
soltar un gallo			1m	VLc		3			juoiggadettiin jietnadit boastut		Pfs	TV																				
sonar			1m	V		1			čuodjat		V	IV	s: gullot						Suenan las campanas.	Girkobiellut čudjet.	Esa música suena bien.	Dát musihkka čuodjá čábbát.										
sonar			1m	V		2			namuhuvvot		V	IV							Su nombre no suena en la lista de candidatos.	Su namma ii namuhuvvo kandidáhtaid listtus.												
sonar			1m	V		3			orrut leamen oahpis		VLc	IV, WObjPron							Este nombre me suena.	Diet namma orru leamen oahpis munnje.												
sonar			1m	V		4			snissut		V	TV, UseAlso: Prnl	s: nissut						sonar la nariz	nissut njuni	sonarse la nariz	snissut njuni										
sonar			1m	V		5	Nuortan/Este		snisádit		V	TV, UseAlso: Prnl	s: nisádit						sonar la nariz	snisádit njunis	sonarse la nariz	nisádit njunis										
soportar			1a	V		1			gierdat		V	TV	s: suvdit						El dique no soportó la presión del agua.	Buođđu ii gierdan čáhcedeattu.	soportar las penas de esta vida	gierdat eallima morrašiid										
soportar			1a	V		2			duoddut		V	TV	s: duosttastuvvat						No le puedo soportar.	Mun in sáhte sutnje duoddut.	No soporto esta película.	In duotto dán ealligovvii.										
su	M/F			A, Posse, 3		1			su		Pron, Gen, Sg3								Ése es su libro.	Dát lea su girji.												
su	M/F			A, Posse, 3		2			iežas		Pron, Gen, Sg3								Conduce su coche.	Son vuodjá iežas biillain.												
su	M/F			A, Posse, 3		4			sudno		Pron, Gen, Du3								Ése es su libro (de ellos dos).	Dát lea sudno girji.												
su	M/F			A, Posse, 3		5			iežaska		Pron, Gen, Du3								Conducen su propio coche.	Soai vuodjiba iežaska biillain.												
su	M/F			A, Posse, 3		6				PxDu2									Conducen su propio coche.	Soai vuodjiba biillaineaskka.												
su	M/F			A, Posse, 3		7			sin		Pron, Gen, Pl3								Ése es su libro (de más de dos).	Dát lea sin girji.												
su	M/F			A, Posse, 3		8			iežaset		Pron, Gen, Pl3								Han vendido su casa.	Sii leat vuovdán iežaset viesu.												
su	M/F			A, Posse, 3		9				PxPl3									Han vendido su casa.	Sii leat vuovdán viesuset.												
su	M/F			A, Posse, 4		3				PxSg3									Conduce su coche.	Son vuodjá biillainis.												
suave	M/F			A		1	Go njávká		linis		A																					
suave	M/F			A		2	Karaktera		njuoras		A		s: láđis						Tiene un carácter suave.	Sus lea njuoras iešvuohta.												
