WORD	GENDER	LEMMA SYNONYM	INFLECTION	WORD CLASS	BASIC WORD	TRANSLATION NUMBER	RESTRICTION	SCIENTIFIC NAME	SAAMI	SAAMI TRANSLATION CASE OR FORM	WORD CLASS	EXPLANATION	TRANS SYNON1	TRANS SYNON2	TRANS SYNON3	TRANS SYNON4	TRANS SYNON5	TRANS SYNON6	SPANISH_EX_1	SAAMI_EX_1	SPANISH_EX_2	SAAMI_EX_2	SPANISH_EX_3	SAAMI_EX_3	SPANISH_EX_4	SAAMI_EX_4	SPANISH_EX_5	SAAMI_EX_5	SPANISH_EX_6	SAAMI_EX_6	SPANISH_EX_7	SAAMI_EX_7
próximo	M,F			A		3	Siguiente, Teavsttas / En un texto, etc.		čuovvovaš		A																					
próximo	M,F			A		4	Siguiente, Áigi		boahtte		A								el año próximo	boahtte jahki												
proyecto	M			N		1			prošeakta		N																					
proyecto	M			N		2			plána		N																					
psiquiatra	M/F			N		1			siellodoavttir		N																					
publicación	F			N		1			almmuhus		N																					
publicación	F			N		2			preanttus		N																					
publicar			1g	V		1			almmuhit		V	TV																				
publicar			1g	V		2			almmustahttit		V	TV																				
publicar			1g	V		3			olggosaddit		V	TV																				
público	M,F			A		1			almmolaš		A																					
público	M			N		1	Espectadores		geahččit		N	Collc, Saam: Pl																				
público	M			N		2	Oyentes		guldaleaddjit		N	Collc, Saam: Pl																				
público	M			N		3	Gente		olbmot		N	Collc, Saam: Pl							Hay mucho público en el mercado.	Leat ollu olbmot márkanis.												
pueblo	M			N		1	El lugar		gilli		N																					
pueblo	M			N		2	El lugar		báikkáš		N																					
pueblo	M			N		4	El lugar		báikegoddi		N																					
pueblo	M			N		5	El lugar		siida		N																					
pueblo	M			N		3	El lugar, Mearrasámegielas / En el Sami de la costa		ruoktu		N																					
pueblo	M			N		6	La gente		álbmot		N								el pueblo sami	sámiálbmot												
puerta	F			N		1			uksa		N																					
puerta	F			N		2	En el goahti, la tienda que se pone en la tundra		uvssot		N																					
puerto	M			N		1	De mar		hápman		N								el puerto de Cádiz	Cádiza hápman												
puerto	M			N		2	De mar		hámman		N																					
puerto	M			N		3	De montaña		geainnu bajimus báiki		Pfs																					
pues				CC		1			dán dihte go		CC								No puedo hacer el trabajo, pues no es mi oficio.	In sáhte čađahit barggu, dan dihte go dát ii leat mu fáddá.												
pues				CC		2			dasgo		CC																					
pues				CC		3			daningo		CC																					
pues				CC		4			go		CC																					
pues				CC		5			ja danin		CC								No he visto nunca fantasmas. Digo, pues, que los fantasmas no existen.	Mun in lean goassege oaidnán gopmiid ja danin dajan ahte gobmit eai gávdno.												
pues				CC		6			ja nu		CC																					
puesta	F			N		1			Usar: Sustantivo sami correspondiente		N, NLc								puesta en marcha	álggaheapmi	puesta de sol	beaiveluoitin	puesta en escena	lávdelágideapmi	puesta de huevos	mannen						
puesto	M,F			A		1			biddjojuvvon		A								La mesa esta puesta en el salón.	Beavdi lea biddjojuvvon sálii.												
puesto	M,F			A		2	Fijado		giddejuvvon		A								El cuadro está puesto en la pared.	Málagovva lea giddejuvvon seaidnái.												
puesto	M,F			A		3	Fijado		darvvihuvvon		A																					
puesto	M,F			A		4	Instalado		biddjon sadjái		ALc								El motor está puesto y preparado para funcionar.	Mohtora lea biddjon sadjái ja gárvvis doaibmat.												
puesto	M,F			A		5	Instalado		monterejuvvon		A																					
puesto	M			N		1	El lugar		sadji		N																					
puesto	M			N		2	La función		doaibma		N																					
puesto	M			N		3	Laboral		virgi		N																					
puesto	M			N		4	Quiosco		kioska		N																					
puesto	M			N		5	De comida		beavdi, masa lea biddjojuvvon borramuš		Pfs																					
puesto que				CC		1			dán dihte go		CC								No puedo hacer el trabajo, puesto que no es mi oficio.	In sáhte barggu doaimmahit, dan dihte go dát ii leat mu fáddá.												
puesto que				CC		2			dasgo		CC																					
puesto que				CC		3			daningo		CC																					
puesto que				CC		4			go		CC																					
pulmón	M			N		1			geahpis		N																					
pulpo	M			N		1		octopus vulgaris	bleahkkaguolli		N																					
pulpo	M			N		2		octopus vulgaris	skuvttár		N																					
pulpo	M			N		3		octopus vulgaris	áhkárguolli		N																					
pulpo	M			N		4		octopus vulgaris	gužžaguolli		N																					
pulsera	F			N		1			giehtačikŋa		N																					
punto	M			N		1	Ortografía y geometría		čuokkis		N																					
punto	M			N		2	Lugar		guovddáš báiki		NLc								España fue un punto de unión entre los árabes y Europa.	Spania lei guovddáš báiki áraberiid ja Europa gaskka.												
punto	M			N		3	Aspecto		bealli		N								La propuesta tiene puntos positivos.	Evttohusas leat buorit bealit.												
punto	M			N		4	En una competición, tanto		čuokkis		N																					
punto	M			N		5	En una competición, tanto		poeaŋŋa		N																					
a punto de				AdvLc		1	Tiempo / Áigi		Usar: measta + Gerundio		Vlc								La pared estuvo a punto de caer.	Seaidni lei measta gahččamin.												
en punto				AdvLc		1	Diibmu		aiddo		Adv								Son las doce en punto.	diibmu lea aiddo guoktenuppelohkái.												
en punto				AdvLc		2	Diibmu		dárkket		Adv																					
en punto				AdvLc		3	Diibmu		dárkilit		Adv																					
en punto				AdvLc		4	Diibmu		jur		Adv																					
punto cardinal	M			NLc		1			máilmmičiehka		N								los cuatro puntos cardinales	dat njeallje máilmmičiega												
punto y aparte	M			Lc		1	Ortografía / Riektačállin		ođđa teakstajuohku		Lc																					
puntual	M/F			A		1	Diibmu / De reloj		dárkil		A								Antonio le dijo que tenía que ser puntual.	Antonio dajai sutnje, ahte son fertii leat dárkil.												
puntual	M/F			A		2	Diibmu / De reloj		diimmuhala		A																					
puntual	M/F			A		3	Preciso		dárkil		A								Hizo una descripción puntual de las dificultades.	Son ráhkadii dárkilis váttisvuođaid bagadallama.												
pureza	F			N		1	De lo que es sin mezcla		sieivavuohta		N																					
pureza	F			N		2	Limpieza		buhtisvuohta		N																					
puro	M			N		1			sigára		N																					
puro	M,F			A		1			ráinnas		A																					
puro	M,F			A		2	Limpio		buhtis		A																					
puro	M,F			A		3	Claro		šearrat		A																					
puro	M,F			A		4	Sin mezcla		sieiva		A																					
que				CC		1			ahte		CC								El presidente ha dicho que las reglas son razonables.	Presideanta lea dadjan, ahte njuolggadusat leat dohkálaččat.												
que				Pron, Rel		1			mii		Pron, Rel								Has hablado de un asunto que me sorprende.	Don leat hállan áššis juoidá, mii mu hirpmahuhttá.	Arturo no encuentra el trabajo para el que está preparado.	Arturo ii gávnna barggu, mii sutnje heive.										
que				Pron, Rel		2	Personas		gii		Pron, Rel								El niño que viene hacia aquí es mi hijo.	Mánná, gii lahkana, lea mu bárdni.												
que				Pron, Rel		3	Personas		guhte		Pron, Rel																					
qué				A, Interr		1			makkár		Interr								¿Qué día es hoy?	Makkár beaivi lea otne?												
qué				A, Interr		2	Hora		ollu áigi		Interr								¿Qué hora es?	Ollu lea áigi?												
qué				A, Interr		3	Hora		ollu diibmu		Interr								¿Qué hora es?	Ollu diibmu lea?												
qué				A, Interr		4	Hora		galle diibmu		Interr																					
qué				Pron, Interr		1			mii		Interr								¿Qué haces?	Maid don barggat?												
qué				Interj		1			vuoi		Interj								¡Qué horror!	Vuoi skárba!	¡Qué raro!	Vuoi imaš!										
qué				Interj		2			o		Interj								¡Qué mesa más bonita!	O, dan čáppa beavddi!												
quebrar			1k	V		1	Romper		mollet		V	TV																				
quebrar			1k	V		2	Romper		cuvket		V	TV																				
quebrar			1k	V		3	Infringir		rihkkut		V	TV							Quebró la ley y fue a la cárcel.	Son rihkui lága ja manai giddagassii.												
quebrar			1k	V		4			nohkat		V	IV							El banco quebró por falta de liquidez.	Báŋku nogai likviditehtaváillis.												
quebrarse			1k	V		5			moallanit		V	Prnl, IV							La silla se quebró.	Stuollu moallanii.												
quebrarse			1k	V		6			cuovkanit		V	Prnl, IV																				
quebrarse			1k	V		7			mannat cuovkkasin		Vlc	Prnl, IV																				
quebrarse			1k	V		8			bieđganit		V	Prnl, IV																				
quedar			1a	V		1			báhcit		V	IV							De los hombres que fueron a la guerra, quedaron sólo mil.	Dain olbmuin, geat soahtái vulge, báhce dušše duháha.												
quedar			1a	V		2			šiehtadit		V	IV, + en							Hemos quedado en salir mañana también.	Mii leat šiehtadan vuolgit olggos maiddái ihttin.												
quedar			1a	V		3	Citas		deaivvadit		V	IV							¿Quedamos mañana a las diez?	Deaivvadetnego ihttin diibmu logi?												
quedar			1a	V		4	Citas		oaidnalit		V	IV																				
quedar			1a	V		5	Citas		gávnnadit		V	IV																				
quedar			1a	V		6	Sentar		heivet		V	IV							Esos zapatos te quedan bien.	Diet gápmagat heivejit dutnje.	Esos zapatos te quedan mal.	Diet gápmagat heivejit heajudit dutnje.										
quedar			1a	V		7	Sentar		čáhkat		V	IV																				
quedarse			1a	V		8			báhcit		V	Prnl, IV							¿Te quedas aquí?	Bázát go don deike?												
quedarse helado			1a	VLc		1	Figuratiiva		heahkastuvvat		V	Prnl, IV							Me quedé helado al oír tus palabras.	Heahkastuvven go mun gullen du sániid.												
quedarse helado			1a	VLc		2	Figuratiiva		heammástuvvat		V	Prnl, IV																				
quemar			1a	V		1			boaldit		V	TV							El cocinero ha quemado las chuletas.	Málesteaddji lea boaldán erttetgežiid.												
quemarse			1a	V		2			boaldit iežas		VLc	Prnl, ReflV							Pedro se quemó con una cerilla.	Pedro bolddii iežas riššasákkiin.												
quemarse			1a	V		3			boaldit liikki		VLc	Prnl, ReflV																				
quemarse			1a	V		4	Figuratiiva		loaktit iežas		VLc	Prnl, IV							Pedro se quemó en ese cargo.	Pedro lovttii iežas dán virggis.												
quemarse			1a	V		5	Figuratiiva		boaldit iežas		VLc	Prnl, IV																				
quemarse			1a	V		6			boldot		V	PassV, 3Per							La casa se quemó.	Viessu boldui.												
quemarse			1a	V		7			cahkkehuvvot		V	PassV, 3Per																				
querer			2u	V		1			áigut		V	TV							¿Quieres tomar un café?	Áiggut go don juhkat gáfe?												
querer			2u	V		2			dáhttut		V	TV																				
querer			2u	V		3			háliidit		V	TV							Quieren visitar el Museo del Prado.	Sii háliidit galledit Prado Museuma.												
querer			2u	V		4	Amar		ráhkistit		V	TV							Ya no quería a su esposa.	Son ii šat ráhkistan iežas eamida.												
quererse			2u	V		5	Amarse		ráhkistit		V	Prnl, RecV							Elías y Ana se quieren mucho.	Elias ja Ana ráhkisteaba sakka goabbat guoimmiska.												
sin querer				AdvLc		1			vahágis		Adv								Le ha roto las gafas sin querer.	Son lea mollen vahágis čalbmelásaid.												
querida	F			N		1	Amante		liigemoarsi		N																					
querida	F			N		2	Amante		seaŋgamoarsi		N																					
querido	M,F			A		1			ráhkis		A																					
querido	M,F			A		2			gieris		A																					
querido	M			N		1	Amante		liigeirgi		N																					
querido	M			N		2	Amante		seaŋgairgi		N																					
queso	M			N		1			vuostá		N																					
quien				Pron, Rel		1			gii		Pron, Rel								La mujer con quien vive está de viaje.	Nissonolmmoš geainna son orru ovttas lea mátkkis.												
quién				Interr		1			gii		Interr								¿Quién es ese señor?	Gii lea dát olmmoš?	¿Quiénes son?	Geat leat sii?										
quienquiera				Pron, Indef		1			vaikko gii		PronLc								¡Habla, quienquiera que seas!	Hála, vaikko gii don leaččat!												
quieto	M,F			A		1	Parado		bissánan		A																					
quieto	M,F			A		2	Parado		orustan		A																					
quieto	M,F			A		3	En calma, tranquilo		jaskat		A								Estaos quietos mientras os hago las fotos.	Čuoččo ja oro jaskat, go mun govven din.												
quieto	M,F			A		4	En calma, tranquilo		jaska		A																					
quieto	M,F			A		5	En calma, tranquilo		jávoheapme		A																					
quieto	M,F			A		6	En calma, tranquilo		siivui		A																					
estarse quieto			1p	V		1			bisánit		V	Prnl, ReflV							¡Estáte quieto!	Bisán!												
química	F			N		1			kemiija		N																					
quince	M/F			Num		1			vihttanuppelohkái		Num																					
quinientos	M,F			Num		1			vihttačuođi		Num																					
quinto	M,F			Num, Ord		1			viđát		Nujm, Ord																					
quiosco	M			N		1			čoska		N																					
quiosco	M			N		2			kioska		N																					
quitar			1a	V		1			gaikut		V	TV							El mecánico ha quitado las ruedas del coche.	Mekanihkar lea gaikon biilla juvllaid.												
quitar			1a	V		2			váldit eret		VLc	TV																				
quitar			1a	V		3	Y cambiar de sitio		sirdit		V	TV							¡Quita la silla del pasillo!	Sirdde stuolu feaskáris!												
quitar			1a	V		4	Y cambiar de sitio		sálket		V	TV																				
quitar			1a	V		5	Recoger		čorget		V	TV							Voy a quitar la mesa.	Mun áiggun čorget beavddi.												
quitar			1a	V		6	Recoger		rádjat		V	TV																				
quitar			1a	V		7	Y tirar		bálkestit		V	TV							Márjá quita las flores marchitas.	Márjá bálkesta guohca hearvarásiid.												
quitar			1a	V		8	Robar		suoládit		V	TV							El ladrón me ha quitado 100 coronas.	Suola lea suoládan mus 100 ruvnno.												
quitarse			1a	V		9			vuolgit		V	Prnl, ReflV, Saam: + Loc							Me quito de aquí, para que te sientes tú.	Mun ieš vuolggán dás vai don beasat ieš dás čohkkát.												
quitarse			1a	V		10	Cortar, el pelo, la barba, etc.		čuohppat		V	Prnl, UseTV																				
quitarse			1a	V		11	Cortar, el pelo, la barba, etc.		faskut		V	Prnl, UseTV							Anton se quitó la barba.	Anton faskkui skávžžá.												
quitarse			1a	V		12	La ropa, los zapatos, etc.		nuoladit		V	Prnl, UseTV, Saam: IV							Nos quitamos la ropa.	Mii nuoladit.												
quitarse			1a	V		13	La ropa, los zapatos, etc.		nuollat		V	Prnl, UseTV, Saam: TV							Nos quitamos los zapatos.	Mii nuollat skuovaid.												
quitarse			1a	V		14			Usar: Verbo sami correspondiente		V	Prnl, RecV							Los monos se quitan los piojos los unos a los otros.	Áhpat gavvet dihkiid guhtet guimmiineaset.	Los monos se quitan los piojos los unos a los otros.	Áhpat dihkkedit.										
quizá				Adv		1			gánske		Adv								México es quizá la ciudad más grande del mundo.	México gánske leat máilmmi stuorámus gávpot.												
quizá				Adv		2			várra		Adv																					
quizá				Adv		3			soaitit		AuxV	Saam: UseAlw: Sg3							México es quizá la ciudad más grande del mundo.	México soaitá leat máilmmi stuorámus gávpot.												
quizá				Adv		4			soaitit		AuxV	Saam: + Inf							Quizá viaje mañana a Oslo.	Soaittán ihttin mátkkoštit Osloi.												
quizá				Adv		5			veadjit		AuxV	Saam: + Inf																				
quizá				Adv		6			gii diehtá		VLc								Quizá viaje mañana a Oslo.	Gii diehtá, ahte ihttin mun mátkkoštan Osloi.												
quizás				Adv		1			gánske		Adv								México es quizás la ciudad más grande del mundo.	México gánske leat máilmmi stuorámus gávpot.												
quizás				Adv		2			várra		Adv																					
quizás				Adv		3			soaitit		AuxV	Saam: UseAlw: Sg3							México es quizás la ciudad más grande del mundo.	México soaitá leat máilmmi stuorámus gávpot.												
quizás				Adv		4			soaitit		AuxV	Saam: + Inf							Quizás viaje mañana a Oslo.	Soaittán ihttin mátkkoštit Osloi.												
quizás				Adv		5			veadjit		AuxV	Saam: + Inf																				
quizás				Adv		6			gii diehtá		VLc								Quizás viaje mañana a Oslo.	Gii diehtá, ahte ihttin mun mátkkoštan Osloi.												
ración	F			N		1			borramuš tallearka vai juogadit borramuša olbmuid gaskkas		Pfs																					
ración	F			N		2	Porción / Oassi		attus		N																					
ración	F			N		3	Porción / Oassi		doarvi		N																					
ración	F			N		4	Porción / Oassi		poršuvdna		N																					
raíz	F			N		1			ruohtas		N								Su arte hunde sus raíces en el siglo XIX.	Su dáidaga ruohttasat leat ovccinuppelot čuohtejagis.												
raíz	F			N		2			máddu		N								Nací en Madrid, pero tengo raíces también en Barcelona.	Riegádin Madridas, muhto mus leat máttut maid Barcelonas.												
raíz	F			N		3			mátta		N																					
raíz	F			N		4	Matemáticas		ruohtas		N								raíz cuadrada	njealjehasruohtas												
rama	F			N		1			rissi		N																					
rama	F			N		2			oavssáš		N																					
rama	F			N		3	Sección, parte, por ejemplo de una ciencia		suorgi		N																					
rana	F			N		1		rana temporaria	cuoppu		N																					
rana	F			N		2		rana temporaria	rihcit		N																					
rápidamente				Adv		1			jođánit		Adv																					
rápidamente				Adv		2			johtilit		Adv																					
rapidez	F			N		1			johtilvuohta		N																					
rapidez	F			N		2			jođánvuohta		N																					
rapidez	F			N		3	Presteza, diligencia		doabmilvuohta		N																					
rapidez	F			N		4	Prontitud		geargilvuohta		N																					
rápido	M,F			A		1			jođán		A																					
rápido	M,F			A		2			johtil		A																					
rápido	M,F			A		3			doabmil		A																					
rápido	M,F			A		4			geargil		A																					
rápido	M			N		1			guoika		N								El río tiene muchos rápidos.	Jogas leat ollu guoikkat.												
rápido	M			N		2			rávdnji		N																					
raro	M,F			A		1			ártet		A								Raúl es un hombre bastante raro.	Raúl lea viehka ártegis olmmoš.												
raro	M,F			A		2			amas		A																					
raro	M,F			A		3			imašlaš		A																					
raro	M,F			A		4	Escaso		hárvenaš		A								Esa planta es rara en esta altitud.	Dát šaddu lea hárvenaš dán allodagas.												
raro	M,F			A		5	Escaso		vuorji		A																					
rato	M			N		1			boddu		N																					
rato	M			N		2			oatnelan bodda		NLc																					
pasar el rato			1a	VLc		1			golahit áiggi		VLc	IV							Por la tarde, pasamos el rato viendo la tele.	Eahkedis mii golahit áiggi geahččat televišuvnna.												
un buen rato	M			N		1			boddu mii bistá guhká		Pfs								Hace un buen rato que llamó.	Lea guhkes boddu, dassá go son riŋgii.												
ratón	M,F			N		1		mus musculus gentilulus	sáhpán		N																					
raya	F			N		1	Dibujada, escrita, etc.		cáhcu		N																					
raya	F			N		2	Dibujada, escrita, etc.		sárggis		N																					
raya	F			N		3	Dibujada, escrita, etc.		linnjá		N																					
raya	F			N		4	Límite, frontera		rádji		N																					
raya	F			N		5	Límite, frontera		rádjá		N																					
raya	F			N		1	Guolli / El pez	dasyatis pastinaca	skáhttu		N																					
rayar			1a	V		1	Hacer rayas, por ejemplo dibujando		sárgut		V	TV																				
rayar			1a	V		2	Tachar		sihkkut		V	TV																				
rayar			1a	V		3	Lindar		leat bálddalagaid		VLc	IV, + con																				
rayar			1a	V		4	Lindar		leat bálddas		VLc	IV, + con																				
rayar			1a	V		5	Lindar		leat rájás		VLc	IV, + con																				
rayo	M			N		1	Sami oriental		álddagas		N																					
rayo	M			N		2	Sami occidental		álttagas		N																					
raza	F			N		1			nálli		N								Ese hombre es de raza negra.	Dat olmmoš lea čáhppes nálli.												
raza	F			N		2			sohkaduogáš		N																					
razón	F			N		1	Facultad		jierbmi		N								Ha perdido la razón.	Son lea massán jierpmi.												
razón	F			N		2	Facultad		bálggesčuovga		N																					
razón	F			N		3	Motivo		sivva		N								No tengo razones para explicarlo.	Mus eai leat sivat čilget dan.												
razón	F			N		4	Motivo		sudja		N																					
razonable	M/F			A		1			jierbmái		A																					
razonable	M/F			A		2			jierpmálaš		A																					
razonable	M/F			A		3			jearggalaš		A																					
razonar			1a	V		1			jurddašit		V	IV							El abuelo razona bien.	Áddjá jurddaša bures.												
razonar			1a	V		2			jurddahit		V	IV																				
razonar			1a	V		3			smiehtadit		V	IV																				
razonar			1a	V		4			čielggadit		V	TV							En matemáticas hay que razonar los problemas.	Matematihkas ferte čielggadit bargobihtáid.												
reacción	F			N		1			reakšuvdna		N																					
reacción	F			N		2			dávástus		N																					
reacción	F			N		3			dávisteapmi		N																					
reacción	F			N		4			vástádus		N																					
reaccionar			1a	V		1			reageret		V	IV							El enfermo reacciona bien al tratamiento.	Buohcci reagere bures dálkasii.												
reaccionar			1a	V		2	Contra		vuostálastit		V	IV							La gente reaccionó a la subida de precios.	Olbmot vuostálaste haddebajideapmái.												
real	M/F			A		1			reála		A																					
real	M/F			A		2	Verdadero		duohta		A																					
real	M/F			A		3	Referido a la realeza		gonagaslaš		A																					
real	M/F			A		4	Referido a la realeza		gonagas-		Attr	Saam: Cmpnd																				
realidad	F			N		1			duohtavuohta		N																					
realidad	F			N		2			duođalašvuohta		N																					
realidad	F			N		3			albmailbmi		N																					
realismo	M			N		1	El estilo		realisma		N																					
realismo	M			N		2	La forma de pensar		duohtavuođa áddejupmi		NLc																					
realizar			1f	V		1			ollašuhttit		V	TV							realizar un proyecto	ollašuhttit prošeavtta												
realizar			1f	V		2			gárvvistit		V	TV																				
realizar			1f	V		3			čađahit		V	TV																				
realizar			1f	V		4			duohtan dahkat		VLc	TV																				
realizarse			1f	V		5			ollašuvvat		VLc	Prnl, ReflV							Se realizó como profesora.	Son ollašuvai professorin.												
realmente				Adv		1			vuoiga		Adv								Realmente no sabe cómo hacerlo.	Son ii vuoiga dieđe, mo dan dahká.												
realmente				Adv		2			duođai		Adv																					
realmente				Adv		3			duođaid		Adv																					
rebaja	F			N		1			haddevuoládus		N																					
rebaja	F			N		2			haddenjeaidin		N																					
hacer una rebaja			2s	VLc		1			vuolidit hatti		VLc	TV																				
hacer una rebaja			2s	VLc		2			njeaidit hatti		VLc	TV																				
hacer una rebaja			2s	VLc		3			doadjit hatti		VLc	TV																				
hacer una rebaja			2s	VLc		4			hálbbedit		V	TV																				
rebajado	M,F			A		1			hálbbeduvvon		A																					
rebajar			1a	V		1			njeaidit		V	TV							rebajar un precio	njeaidit hatti	rebajar una cantidad	njeaidit logu										
rebajar			1a	V		2			vuolidit		V	TV																				
rebajar			1a	V		3			doadjit		V	TV																				
rebajas	F			N		1			haddevuoládusat		N	Pl																				
rebaño	M			N		1			eallu		N	Collc																				
rebaño	M			N		2	Pequeño		čora		N	Collc																				
rebaño	M			N		3	Pequeño		eloš		N	Collc																				
rebaño	M			N		4	Pequeño		moadde heakka		NLc	Collc																				
rebelar			1a	V		1			oldet		V	TV, +a																				
rebelarse			1a	V		2			moaráskit		V	Prnl, IV, + contra																				
rebelarse			1a	V		3			vašáskit		V	Prnl, IV, + contra																				
rebelde	M/F			N		1			stuibmideaddji		A																					
rebelde	M/F			N		2			stuimmádeaddji		A																					
rebelde	M/F			N		3			moivejeaddji		A																					
rebelión	F			N		1			veagalaš stuimmádat		NLc																					
rebelión	F			N		2			veagalaš gomáhus		NLc																					
rebelión	F			N		3			ráfehisvuohta		N																					
rebelión	F			N		4			muosehisvuohta		N																					
recepción	F			N		1	La acción		vuostáiváldin		N																					
recepción	F			N		2	El lugar		vuostáváldinbáiki		N																					
recepción	F			N		3	El lugar		vuostáváldin		N																					
recepcionista	M/F			N		1			vuostáiváldi		N																					
receta	F			N		1	De cocina		borramušráva		N																					
receta	F			N		2	De cocina		borramušneava		N																					
receta	F			N		3	Médica		dálkkasráva		N																					
receta	F			N		4	Médica		reseapta		N																					
receta	F			N		5	Consejo		ráva		N																					
receta	F			N		6	Consejo		bagadus		N																					
recibir			3a	V		1			vuostáiváldit		V	TV							Recibió la invitación demasiado tarde.	Son vuostáiválddii bovdejumi hui maŋŋit.												
recibir			3a	V		2			oažžut		V	TV																				
recibirse			3a	V		3	Amerihká		oažžut universitehta gráda		Pfs	Prnl, IV, + de																				
recibirse			3a	V		4	Amerihká		váldit allaoahpahaga loahpalaš dutkosa		Pfs	Prnl, IV, + de							El año que viene me recibo de arquitecto.	Boahtte jagi válddán loahpalaš arkiteaktaeksámena.												
recibo	M			N		1			guite		N																					
recibo	M			N		2			rehket		N																					
reciclaje	M			N		1			lotnašuvvan		N								Hoy en día se habla mucho del reciclaje	Otne hállojuvvo olu lotnašuvvamis.												
recién				Adv		1			aiddo		Adv								recién nacido	aiddo riegádan	recién casado	aiddo náitalan										
recién				Adv		2			easkka		Adv																					
recién				Adv		3	Amerihká		easkkabáliid		Adv	+ V							Recién lo oí llegar.	Mun easkkabáliid gullen su boahtimin.												
recién				Adv		4	Amerihká		eske		Adv	+ V																				
reciente	M/F			A		1			varas		A								un acontecimiento reciente	varas dáhpáhus												
reciente	M/F			A		2			ođđa		A																					
recientemente				Adv		1			aiddo		Adv								El accidente ha ocurrido recientemente.	Lihkuhisvuohta lea aiddo dáhpáhuvvan.												
recodo	M			N		1			gávva		N								recodo del río	joga gávva	En Máze, el camino forma un recodo.	Geaidnu dahká Mázes gáva.										
recodo	M			N		2			mohkki		N																					
recoger			2c	V		1			viežžat		V	TV							recoger un paquete en el correo	viežžat páhka poasttas	Te recojo en la estación de tren.	Mun vieččan du togastašuvnnas.										
recoger			2c	V		2	Ordenar, guardar		čohkket		V	TV							recoger los libros	čohkket girjjiid												
recoger			2c	V		3	Ordenar, guardar		váldit sisa		VLc	TV																				
recoger			2c	V		4			čoaggit		V	TV							recoger bayas árticas	čoaggit luopmániid												
recoger			2c	V		5	Ordenar, limpiar		čorget		V	TV							recoger la habitación	čorget lanja												
recoger			2c	V		6	Tener en cuenta		vuhtiiváldit		V	TV							El acta no recoge mis comentarios.	Beavdegirji ii vuhtiiváldde mu mearkkašumiid.												
recogerse			2c	V		7			vuolgit ruoktot		VLc	Prnl, ReflV							Es hora de recogerse.	Dál lea rivttes áigi vuolgit ruoktot.												
recogerse			2c	V		8			spaktat		V	Prnl, ReflV							Se recogió en su habitación para preparar el examen final.	Son spavttai lanjastis, vai beassá ráhkkanit loahppageahččaleapmái.												
recogerse			2c	V		9			čohkut		V	Prnl, ReflV, UseTV							recogerse el pelo	čohkut vuovttaid												
recogerse			2c	V		10			gálgat		V	Prnl, ReflV, UseTV																				
reconocer			2d	V		1			dovdát		V	TV							Lo reconocí por sus ojos.	Mun su dovdájin čalmmiin.												
reconocer			2d	V		2			identifiseret		V	TV																				
reconocer			2d	V		3			mieđihit		V	TV							Hay que reconocer que casi siempre tiene razón.	Ferte mieđihit ahte sus lea measta álo riekta.												
reconocerse			2d	V		4			iežas identifiseret		VLc	Prnl, ReflV							No me reconozco en tus palabras.	Mun in identifisere iežan dinguin sániiguin.												
reconocido	M,F			A		1			dohkálaš		A								Es una ley reconocida en muchos estados.	Dát lea dohkálaš láhka máŋgga stáhtas.												
reconocido	M,F			A		2			dovddus		A								Es el pintor más reconocido del siglo veinte.	Son lea dovdoseamos málejeaddji guovtteduháhis.												
reconocido	M,F			A		3			árvvus		A																					
reconocido	M,F			A		4			adnojuvvon		A																					
reconocido	M,F			A		5			gudnis adnojuvvon		ALc																					
reconstrucción	F			N		1	Reforma, restauración		ođastus		N																					
reconstrucción	F			N		2	Reforma, restauración		divodeapmi		N																					
reconstrucción	F			N		3	Reforma, modernización		ođasmahttin		N																					
reconstrucción	F			N		4	Nueva construcción		ođasteapmi		N																					
reconstruir			3g	V		1	Restaurar		ođastit		V	TV							Los expertos han reconstruido la torre.	Áššedovdit leat ođastan toartna.												
reconstruir			3g	V		2	Restaurar		ođasmahttit		V	TV																				
reconstruir			3g	V		3	Construir de nuevo		bajáshukset		V	TV							reconstruir una ciudad después de la guerra	bajáshukset gávpoga soađi maŋŋá												
reconstruir			3g	V		4	Construir de nuevo		ođđasithukset		V	TV																				
recordar			1m	V		1			muitit		V	TV							Recuerdo claramente su cara.	Mun muittán čielgasit su ámadaju.												
recordar			1m	V		2			muittuhit		V	TV, Caus, WObjPron							Te recuerdo que debes hacerlo.	Muittuhan du, ahte don berret dan dahkat.												
recordar			1m	V		3			sulastit		V	IV, + a							Los paisajes del norte de España recuerdan a Noruega.	Davvi-Spania eanadagat sulastit Norgga.												
recordatorio	M			N		1			muittuhus		N																					
recordatorio	M			N		2			cuigehus		N																					
recorrer			2a	V		1			jođašit		V								recorrer una distancia	jođašit gaskka												
recorrer			2a	V		2			mátkkoštit		V																					
recorrido	M			N		1	Ruta		ruvtto		N																					
recorrido	M			N		2	Ruta		johtolat		N																					
recorrido	M			N		3	Ruta		geinnodat		N																					
recorrido	M			N		4	Viaje		mátki		N																					
recorrido	M			N		5	Distancia		gaska		N																					
recuerdo	M			N		1			muitu		N																					
recuerdo	M			N		2	Souvenir		mátkemuitu		N																					
recurso	M			N		1			resursa		N																					
recurso	M			N		2	Natural		luondduriggodat		N																					
recurso	M			N		3	Jurídico		áššečuoččáldahttin		N																					
red	F			N		1			neahtta		N								red social	searveneahtta												
red	F			N		2	De pesca		fierbmi		N																					
